anio	mes	nombre_departamento_indec	sector_nombre	puestos_sector_privado
2020	1	Gualeguaychú	Silvicultura y explotación forestal	83
2020	1	Gualeguaychú	Pesca y acuicultura	6
2020	1	Gualeguaychú	Extracción de carbón y lignito	NA
2020	1	Gualeguaychú	Extracción de petróleo crudo y gas natural	13
2020	1	Gualeguaychú	Extracción de otros minerales	39
2020	1	Gualeguaychú	Actividades de apoyo al petróleo y la minería	5
2020	1	Gualeguaychú	Elaboración de productos alimenticios	895
2020	1	Gualeguaychú	Elaboración de bebidas	450
2020	1	Gualeguaychú	Elaboración de productos de tabaco	NA
2020	1	Gualeguaychú	Elaboración de productos textiles	106
2020	1	Gualeguaychú	Elaboración de prendas de vestir	20
2020	1	Gualeguaychú	Elaboración de productos de cuero y calzado	NA
2020	1	Gualeguaychú	Elaboración de productos de madera	39
2020	1	Gualeguaychú	Elaboración de productos de papel	63
2020	1	Gualeguaychú	Imprentas y editoriales	22
2020	1	Gualeguaychú	Fabricación de sustancias químicas	330
2020	1	Gualeguaychú	Elaboracion de productos farmacéuticos	26
2020	1	Gualeguaychú	Fabricación de productos de caucho y vidrio	134
2020	1	Gualeguaychú	Fabricación de productos de vidrio y otros minerales no metálicos	45
2020	1	Gualeguaychú	Fabricación de metales comunes	41
2020	1	Gualeguaychú	Fabricación de productos elaborados del metal, excepto maquinaria y equipo	252
2020	1	Gualeguaychú	Fabricación de productos de informática, de electrónica y de óptica	5
2020	1	Gualeguaychú	Fabricación de equipo eléctrico	196
2020	1	Gualeguaychú	Fabricación de maquinarias	76
2020	1	Gualeguaychú	Fabricación de vehículos automotores, remolques y semirremolques	415
2020	1	Gualeguaychú	Fabricación de otros equipos de transporte	9
2020	1	Gualeguaychú	Fabricación de muebles	8
2020	1	Gualeguaychú	Otras industrias manufactureras	8
2020	1	Gualeguaychú	Reparación e instalación de maquinaria y equipo	13
2020	1	Gualeguaychú	Suministro de electricidad, gas, vapor y aire acondicionado	148
2020	1	Gualeguaychú	Captación, tratamiento y distribución de agua	21
2020	1	Gualeguaychú	Recogida, tratamiento y eliminación de desechos; recuperación de materiales	21
2020	1	Gualeguaychú	Construcción de edificios y partes	326
2020	1	Gualeguaychú	Obras de ingeniería civil	289
2020	1	Gualeguaychú	Actividades especializadas de construcción	102
2020	1	Gualeguaychú	Comercio al por mayor y al por menor y reparación de vehículos automotores y motos	150
2020	1	Gualeguaychú	Comercio al por mayor excepto autos y motos	975
2020	1	Gualeguaychú	Comercio al por menor excepto autos y motos	1583
2020	1	Gualeguaychú	Transporte terrestre y por tuberías	669
2020	1	Gualeguaychú	Transporte acuático	17
2020	1	Gualeguaychú	Transporte aéreo	3
2020	1	Gualeguaychú	Almacenamiento y actividades de apoyo al transporte	172
2020	1	Gualeguaychú	Servicio de correo y mensajería	35
2020	1	Gualeguaychú	Servicios de alojamiento	203
2020	1	Gualeguaychú	Servicios de expendio de alimentos y bebidas	363
2020	1	Gualeguaychú	Edición	33
2020	1	Gualeguaychú	Servicios audiovisuales	9
2020	1	Gualeguaychú	Programación y transmisiones de TV y radio	34
2020	1	Gualeguaychú	Telecomunicaciones	86
2020	1	Gualeguaychú	Servicios de programación, consultoría informática y actividades conexas	130
2020	1	Gualeguaychú	Actividades de procesamiento de información	NA
2020	1	Gualeguaychú	Servicios financieros (excepto seguros y pensiones)	202
2020	1	Gualeguaychú	Servicios de seguros, reaseguros y pensiones	114
2020	1	Gualeguaychú	Servicios auxiliares de la actividad financiera y de seguros	37
2020	1	Gualeguaychú	Servicios inmobiliarios	125
2020	1	Gualeguaychú	Servicios jurídicos y de contabilidad	158
2020	1	Gualeguaychú	Servicios y asesoramiento de dirección y gestión empresarial	64
2020	1	Gualeguaychú	Servicios de arquitectura e ingeniería	30
2020	1	Gualeguaychú	Investigación y desarrollo científico	16
2020	1	Gualeguaychú	Servicios de publicidad e investigación de mercado	15
2020	1	Gualeguaychú	Otras actividades profesionales, científicas y técnicas	9
2020	1	Gualeguaychú	Servicios veterinarios	11
2020	1	Gualeguaychú	Alquiler y arrendamiento	88
2020	1	Gualeguaychú	Servicios de obtención y dotación de personal	8
2020	1	Gualeguaychú	Agencias de viajes, servicios de reservas y actividades conexas	52
2020	1	Gualeguaychú	Actividades de investigación y seguridad	148
2020	1	Gualeguaychú	Servicios a edificios y actividades de jardinería	86
2020	1	Gualeguaychú	Actividades administrativas y de apoyo a oficinas y empresas	118
2020	1	Gualeguaychú	Administración pública, defensa y seguridad social	NA
2020	1	Gualeguaychú	Enseñanza	1762
2020	1	Gualeguaychú	Servicios de salud humana	475
2020	1	Gualeguaychú	Actividades de atención en instituciones	35
2020	1	Gualeguaychú	Actividades de atención sin alojamiento	NA
2020	1	Gualeguaychú	Servicios artísticos y de espectáculos	NA
2020	1	Gualeguaychú	Servicios de bibliotecas, archivos y museos y  servicios culturales n.c.p.	4
2020	1	Gualeguaychú	Juegos de azar y apuestas	21
2020	1	Gualeguaychú	Actividades deportivas, recreativas y de entretenimiento	161
2020	1	Gualeguaychú	Servicios de asociaciones	441
2020	1	Gualeguaychú	Reparación de computadoras y equipos de uso doméstico	4
2020	1	Gualeguaychú	Otros servicios personales	33
2020	1	Gualeguaychú	Otros sectores	30
2020	1	Islas del Ibicuy	Agricultura, ganadería, caza y servicios relacionados	75
2020	1	Islas del Ibicuy	Silvicultura y explotación forestal	3
2020	1	Islas del Ibicuy	Extracción de petróleo crudo y gas natural	NA
2020	1	Islas del Ibicuy	Extracción de otros minerales	47
2020	1	Islas del Ibicuy	Actividades de apoyo al petróleo y la minería	NA
2020	1	Islas del Ibicuy	Elaboración de productos alimenticios	11
2020	1	Islas del Ibicuy	Elaboración de bebidas	6
2020	1	Islas del Ibicuy	Elaboración de productos de papel	70
2020	1	Islas del Ibicuy	Fabricación de sustancias químicas	3
2020	1	Islas del Ibicuy	Elaboracion de productos farmacéuticos	NA
2020	1	Islas del Ibicuy	Fabricación de productos de caucho y vidrio	NA
2020	1	Islas del Ibicuy	Fabricación de productos de vidrio y otros minerales no metálicos	4
2020	1	Islas del Ibicuy	Fabricación de metales comunes	15
2020	1	Islas del Ibicuy	Fabricación de productos elaborados del metal, excepto maquinaria y equipo	4
2020	1	Islas del Ibicuy	Fabricación de vehículos automotores, remolques y semirremolques	42
2020	1	Islas del Ibicuy	Fabricación de muebles	NA
2020	1	Islas del Ibicuy	Otras industrias manufactureras	14
2020	1	Islas del Ibicuy	Suministro de electricidad, gas, vapor y aire acondicionado	7
2020	1	Islas del Ibicuy	Captación, tratamiento y distribución de agua	6
2020	1	Islas del Ibicuy	Recogida, tratamiento y eliminación de desechos; recuperación de materiales	3
2020	1	Islas del Ibicuy	Descontaminación y otros servicios	NA
2020	1	Islas del Ibicuy	Construcción de edificios y partes	8
2020	1	Islas del Ibicuy	Obras de ingeniería civil	24
2020	1	Islas del Ibicuy	Actividades especializadas de construcción	15
2020	1	Islas del Ibicuy	Comercio al por mayor y al por menor y reparación de vehículos automotores y motos	4
2020	1	Islas del Ibicuy	Comercio al por mayor excepto autos y motos	106
2020	1	Islas del Ibicuy	Comercio al por menor excepto autos y motos	27
2020	1	Islas del Ibicuy	Transporte terrestre y por tuberías	43
2020	1	Islas del Ibicuy	Transporte acuático	8
2020	1	Islas del Ibicuy	Almacenamiento y actividades de apoyo al transporte	57
2020	1	Islas del Ibicuy	Servicio de correo y mensajería	NA
2020	1	Islas del Ibicuy	Servicios de alojamiento	NA
2020	1	Islas del Ibicuy	Servicios de expendio de alimentos y bebidas	5
2020	1	Islas del Ibicuy	Programación y transmisiones de TV y radio	NA
2020	1	Islas del Ibicuy	Telecomunicaciones	NA
2020	1	Islas del Ibicuy	Servicios financieros (excepto seguros y pensiones)	5
2020	1	Islas del Ibicuy	Servicios de seguros, reaseguros y pensiones	7
2020	1	Islas del Ibicuy	Servicios inmobiliarios	9
2020	1	Islas del Ibicuy	Servicios jurídicos y de contabilidad	NA
2020	1	Islas del Ibicuy	Servicios y asesoramiento de dirección y gestión empresarial	NA
2020	1	Islas del Ibicuy	Servicios de arquitectura e ingeniería	NA
2020	1	Islas del Ibicuy	Servicios veterinarios	NA
2020	1	Islas del Ibicuy	Alquiler y arrendamiento	NA
2020	1	Islas del Ibicuy	Actividades de investigación y seguridad	13
2020	1	Islas del Ibicuy	Servicios a edificios y actividades de jardinería	14
2020	1	Islas del Ibicuy	Actividades administrativas y de apoyo a oficinas y empresas	3
2020	1	Islas del Ibicuy	Administración pública, defensa y seguridad social	NA
2020	1	Islas del Ibicuy	Enseñanza	65
2020	1	Islas del Ibicuy	Servicios de salud humana	7
2020	1	Islas del Ibicuy	Juegos de azar y apuestas	NA
2020	1	Islas del Ibicuy	Actividades deportivas, recreativas y de entretenimiento	4
2020	1	Islas del Ibicuy	Servicios de asociaciones	29
2020	1	La Paz	Agricultura, ganadería, caza y servicios relacionados	1595
2020	1	La Paz	Silvicultura y explotación forestal	12
2020	1	La Paz	Pesca y acuicultura	36
2020	1	La Paz	Extracción de petróleo crudo y gas natural	NA
2020	1	La Paz	Extracción de otros minerales	56
2020	1	La Paz	Actividades de apoyo al petróleo y la minería	5
2020	1	La Paz	Elaboración de productos alimenticios	582
2020	1	La Paz	Elaboración de bebidas	12
2020	1	La Paz	Elaboración de productos textiles	6
2020	1	La Paz	Elaboración de prendas de vestir	6
2020	1	La Paz	Elaboración de productos de cuero y calzado	NA
2020	1	La Paz	Elaboración de productos de madera	48
2020	1	La Paz	Elaboración de productos de papel	8
2020	1	La Paz	Fabricación de sustancias químicas	7
2020	1	La Paz	Elaboracion de productos farmacéuticos	7
2020	1	La Paz	Fabricación de productos de caucho y vidrio	19
2020	1	La Paz	Fabricación de productos de vidrio y otros minerales no metálicos	83
2020	1	La Paz	Fabricación de metales comunes	7
2020	1	La Paz	Fabricación de productos elaborados del metal, excepto maquinaria y equipo	39
2020	1	La Paz	Fabricación de productos de informática, de electrónica y de óptica	NA
2020	1	La Paz	Fabricación de equipo eléctrico	NA
2020	1	La Paz	Fabricación de maquinarias	15
2020	1	La Paz	Fabricación de vehículos automotores, remolques y semirremolques	11
2020	1	La Paz	Fabricación de muebles	20
2020	1	La Paz	Otras industrias manufactureras	6
2020	1	La Paz	Reparación e instalación de maquinaria y equipo	3
2020	1	La Paz	Suministro de electricidad, gas, vapor y aire acondicionado	61
2020	1	La Paz	Captación, tratamiento y distribución de agua	6
2020	1	La Paz	Construcción de edificios y partes	91
2020	1	La Paz	Obras de ingeniería civil	131
2020	1	La Paz	Actividades especializadas de construcción	81
2020	1	La Paz	Comercio al por mayor y al por menor y reparación de vehículos automotores y motos	50
2020	1	La Paz	Comercio al por mayor excepto autos y motos	392
2020	1	La Paz	Comercio al por menor excepto autos y motos	572
2020	1	La Paz	Transporte terrestre y por tuberías	153
2020	1	La Paz	Transporte acuático	7
2020	1	La Paz	Transporte aéreo	NA
2020	1	La Paz	Almacenamiento y actividades de apoyo al transporte	21
2020	1	La Paz	Servicio de correo y mensajería	7
2020	1	La Paz	Servicios de alojamiento	34
2020	1	La Paz	Servicios de expendio de alimentos y bebidas	62
2020	1	La Paz	Edición	NA
2020	1	La Paz	Servicios audiovisuales	NA
2020	1	La Paz	Programación y transmisiones de TV y radio	28
2020	1	La Paz	Telecomunicaciones	12
2020	1	La Paz	Servicios de programación, consultoría informática y actividades conexas	11
2020	1	La Paz	Servicios financieros (excepto seguros y pensiones)	45
2020	1	La Paz	Servicios de seguros, reaseguros y pensiones	28
2020	1	La Paz	Servicios auxiliares de la actividad financiera y de seguros	6
2020	1	La Paz	Servicios inmobiliarios	55
2020	1	La Paz	Servicios jurídicos y de contabilidad	36
2020	1	La Paz	Servicios y asesoramiento de dirección y gestión empresarial	8
2020	1	La Paz	Servicios de arquitectura e ingeniería	13
2020	1	La Paz	Investigación y desarrollo científico	NA
2020	1	La Paz	Otras actividades profesionales, científicas y técnicas	NA
2020	1	La Paz	Servicios veterinarios	NA
2020	1	La Paz	Alquiler y arrendamiento	46
2020	1	La Paz	Servicios de obtención y dotación de personal	6
2020	1	La Paz	Agencias de viajes, servicios de reservas y actividades conexas	NA
2020	1	La Paz	Actividades de investigación y seguridad	29
2020	1	La Paz	Servicios a edificios y actividades de jardinería	37
2020	1	La Paz	Actividades administrativas y de apoyo a oficinas y empresas	28
2020	1	La Paz	Administración pública, defensa y seguridad social	NA
2020	1	La Paz	Enseñanza	786
2020	1	La Paz	Servicios de salud humana	208
2020	1	La Paz	Actividades de atención en instituciones	7
2020	1	La Paz	Actividades de atención sin alojamiento	NA
2020	1	La Paz	Juegos de azar y apuestas	12
2020	1	La Paz	Actividades deportivas, recreativas y de entretenimiento	10
2020	1	La Paz	Servicios de asociaciones	236
2020	1	La Paz	Reparación de computadoras y equipos de uso doméstico	NA
2020	1	La Paz	Otros servicios personales	21
2020	1	La Paz	Otros sectores	9
2020	1	Nogoyá	Agricultura, ganadería, caza y servicios relacionados	660
2020	1	Nogoyá	Silvicultura y explotación forestal	NA
2020	1	Nogoyá	Extracción de petróleo crudo y gas natural	NA
2020	1	Nogoyá	Extracción de minerales metálicos	NA
2020	1	Nogoyá	Extracción de otros minerales	NA
2020	1	Nogoyá	Actividades de apoyo al petróleo y la minería	NA
2020	1	Nogoyá	Elaboración de productos alimenticios	546
2020	1	Nogoyá	Elaboración de bebidas	8
2020	1	Nogoyá	Elaboración de productos textiles	NA
2020	1	Nogoyá	Elaboración de prendas de vestir	NA
2020	1	Nogoyá	Elaboración de productos de cuero y calzado	7
2020	1	Nogoyá	Elaboración de productos de madera	4
2020	1	Nogoyá	Elaboración de productos de papel	NA
2020	1	Nogoyá	Imprentas y editoriales	NA
2020	1	Nogoyá	Fabricación de sustancias químicas	35
2020	1	Nogoyá	Elaboracion de productos farmacéuticos	NA
2020	1	Nogoyá	Fabricación de productos de caucho y vidrio	8
2020	1	Nogoyá	Fabricación de productos de vidrio y otros minerales no metálicos	17
2020	1	Nogoyá	Fabricación de metales comunes	68
2020	1	Nogoyá	Fabricación de productos elaborados del metal, excepto maquinaria y equipo	57
2020	1	Nogoyá	Fabricación de productos de informática, de electrónica y de óptica	3
2020	1	Nogoyá	Fabricación de equipo eléctrico	NA
2020	1	Nogoyá	Fabricación de maquinarias	7
2020	1	Nogoyá	Fabricación de vehículos automotores, remolques y semirremolques	4
2020	1	Nogoyá	Fabricación de muebles	NA
2020	1	Nogoyá	Otras industrias manufactureras	9
2020	1	Nogoyá	Suministro de electricidad, gas, vapor y aire acondicionado	51
